id,rate,usage_hours,complaints,customer_left,reason_to_leave
4280,normal,991.663974734438,15,yes,1
4281,premium,1019.98378351398,2,no,0
4282,normal,939.677692050195,1,yes,2
4283,premium,976.925865327457,4,no,0
4284,normal,1026.21287509397,28,no,0
4285,normal,1007.23381514921,3,no,0
4286,premium,977.156767980317,2,no,0
4287,normal,972.833484587946,15,no,0
4288,premium,1052.58266282626,13,yes,0
4289,premium,991.213771098797,11,no,0
4290,normal,983.163666027971,26,yes,1
4291,premium,964.375736911648,24,no,0
4292,premium,1011.60497028402,7,no,0
4293,normal,1030.44384491113,2,no,0
4294,normal,1030.42358097282,27,no,0
4295,normal,1042.12991654089,23,no,0
4296,premium,978.44293172485,29,yes,1
4297,normal,991.319673277899,21,no,0
4298,premium,1012.82574132592,7,no,0
4299,normal,995.154332127365,15,no,0
4300,normal,1053.43509774333,23,yes,1
4301,normal,1020.33796650087,11,yes,0
4302,premium,1032.03001173264,15,yes,1
4303,normal,991.999679418882,8,no,0
4304,premium,1068.28568831129,13,no,0
4305,normal,969.189242662743,19,no,0
4306,premium,953.340966970099,3,no,0
4307,premium,979.677739806595,20,yes,1
4308,premium,964.145136886105,9,no,0
4309,premium,1060.6823637245,16,no,0
4310,normal,1034.64510076654,9,no,0
4311,normal,1007.0315156076,10,no,0
4312,normal,1052.08438048,8,no,0
4313,normal,1062.9811412479,1,no,0
4314,normal,1002.40546004331,1,no,0
4315,premium,1043.9482510102,5,no,0
4316,premium,1006.33588514245,21,yes,1
4317,normal,1042.00737907038,16,no,0
4318,premium,1045.89999910734,29,no,0
4319,premium,985.521996705186,20,yes,0
4320,premium,985.053425910903,23,no,0
4321,normal,982.716792581019,23,yes,1
4322,premium,984.665586322496,17,no,0
4323,premium,1003.8411012231,16,no,0
4324,premium,1022.38892223648,14,yes,0
4325,normal,993.886891103197,5,no,0
4326,premium,1008.92542164432,6,no,0
4327,premium,963.800454321683,21,yes,1
4328,normal,1011.00214832988,10,no,0
4329,premium,1009.65539842741,22,yes,1
4330,premium,979.396285391836,21,no,0
4331,premium,1014.60989847156,28,no,0
4332,premium,1012.13913732315,26,yes,1
4333,premium,961.576478549218,14,no,0
4334,premium,1008.82522721714,30,no,0
4335,normal,932.706997047129,7,no,0
4336,normal,1003.30373880114,9,yes,1
4337,normal,999.397836422687,26,no,0
4338,premium,1027.79127284495,20,no,0
4339,normal,990.884636908542,17,no,0
4340,normal,977.061881921092,8,no,0
4341,normal,1033.63649809809,5,yes,0
4342,premium,1047.1743703562,17,no,0
4343,premium,977.674866885617,10,no,0
4344,premium,1040.47608933148,8,yes,2
4345,normal,1003.41417388568,12,no,0
4346,normal,940.004874123548,0,no,0
4347,premium,1004.30767129766,18,yes,0
4348,premium,1002.97801621984,0,no,0
4349,premium,967.253834463496,22,no,0
4350,normal,1053.12554833558,3,yes,1
4351,premium,920.797688212741,10,no,0
4352,premium,946.300494624454,10,no,0
4353,normal,1012.54000415585,25,yes,1
4354,normal,999.168700886846,30,no,0
4355,normal,1015.30948345952,17,no,0
4356,premium,977.809856751875,23,no,0
4357,premium,972.233453906916,10,yes,1
4358,premium,994.873989861798,18,no,0
4359,normal,1009.12914714479,13,no,0
4360,premium,996.020103762542,14,yes,1
4361,premium,963.856882255922,13,no,0
4362,normal,1004.6961221252,0,no,0
4363,normal,977.621813139016,23,no,0
4364,premium,993.657896700813,23,no,0
4365,premium,1033.27643801693,20,no,0
4366,normal,1032.91659129366,24,yes,1
4367,premium,999.550383696322,16,yes,1
4368,normal,996.615679058993,17,no,0
4369,normal,991.30401306369,28,no,0
4370,premium,970.063941542119,4,yes,1
4371,normal,1031.56497254647,19,no,0
4372,premium,1030.88131020812,13,no,0
4373,normal,985.844748323697,6,no,0
4374,premium,1058.47464119652,10,no,0
4375,premium,1039.86738764683,18,no,0
4376,normal,1010.76354274204,4,yes,2
4377,normal,985.894034809761,15,no,0
4378,normal,950.40533333916,9,no,0
4379,normal,933.291892087328,26,no,0
4380,normal,1038.42622309691,9,no,0
4381,normal,1027.07988532087,16,no,0
4382,premium,1020.89717360807,25,no,0
4383,premium,993.901562365829,17,no,0
4384,normal,985.895266245845,4,no,0
4385,premium,975.826783211864,8,no,0
4386,normal,940.902027404148,12,yes,1
4387,normal,972.867377896387,22,no,0
4388,premium,989.981853431269,19,no,0
4389,premium,1018.67952784663,15,no,0
4390,normal,951.614937727224,7,no,0
4391,premium,1026.37761747984,16,no,0
4392,normal,952.538543729594,25,no,0
4393,premium,981.763975168648,29,no,0
4394,premium,994.97764833064,4,no,0
4395,normal,968.757977370207,29,no,0
4396,normal,981.927025925961,13,no,0
4397,normal,1050.77028462656,0,yes,0
4398,premium,1007.18333079709,7,yes,1
4399,normal,989.542587021335,29,yes,1
4400,normal,961.665629283335,20,no,0
4401,premium,981.840398000493,19,yes,1
4402,premium,1001.00422068879,4,yes,1
4403,premium,1066.09532391267,8,no,0
4404,normal,995.177535827684,1,no,0
4405,premium,965.397126763744,20,no,0
4406,premium,978.568010629105,13,no,0
4407,premium,989.983649987009,23,no,0
4408,premium,1023.24561740369,1,yes,1
4409,normal,955.630297112197,1,no,0
4410,premium,939.801307767898,22,yes,1
4411,premium,1010.18333170283,23,no,0
4412,normal,973.182887453913,26,no,0
4413,premium,1029.16303871198,19,no,0
4414,premium,1010.01424548701,12,no,0
4415,normal,948.690522738694,13,no,0
4416,premium,973.588618525693,25,yes,1
4417,normal,1014.50041345706,18,no,0
4418,premium,999.700879085643,2,no,0
4419,premium,998.259397223941,6,no,0
4420,normal,1045.33681362514,9,no,0
4421,normal,1006.01555023092,14,no,0
4422,premium,916.598780276981,23,yes,0
4423,premium,1026.77054396398,11,no,0
4424,normal,1041.68903924397,28,no,0
4425,normal,1059.56569401172,12,no,0
4426,premium,1038.17450437137,11,no,0
4427,premium,1036.41832131336,6,no,0
4428,premium,936.385463681562,15,no,0
4429,premium,1027.78742714532,28,no,0
4430,premium,979.675434982808,9,yes,1
4431,normal,1022.74315615648,26,no,0
4432,normal,1016.83908326147,17,no,0
4433,normal,1044.09119275097,23,no,0
4434,normal,1013.18386725795,7,no,0
4435,premium,977.714442176336,26,no,0
4436,normal,974.988891386418,8,no,0
4437,premium,979.219545256729,10,yes,1
4438,normal,990.683727260569,26,no,0
4439,normal,958.28800955128,13,no,0
4440,normal,1004.97867500407,21,no,0
4441,normal,976.235655411534,30,yes,2
4442,normal,935.004592413005,10,no,0
4443,normal,980.321011492683,26,no,0
4444,premium,1026.4296848475,10,yes,1
4445,premium,971.376233340596,14,yes,1
4446,premium,1012.33042359001,10,no,0
4447,premium,989.129928121231,4,yes,1
4448,premium,985.928728387069,1,yes,1
4449,premium,999.338664844303,12,yes,0
4450,normal,933.463825749236,7,no,0
4451,normal,1003.93646158691,13,yes,1
4452,normal,1011.79973540817,1,yes,1
4453,normal,996.874342578785,28,yes,1
4454,premium,970.522542003684,28,no,0
4455,normal,1030.52552572295,28,yes,1
4456,normal,991.666042351622,5,yes,1
4457,normal,979.348744887509,6,no,0
4458,normal,1021.1324734093,15,no,0
4459,normal,946.673770096231,11,no,0
4460,normal,1015.45605258944,8,no,0
4461,premium,1025.75547127586,26,yes,0
4462,normal,992.71222996385,28,no,0
4463,premium,1010.1866661076,7,no,0
4464,premium,965.933076137866,12,no,0
4465,premium,1017.6438767815,22,no,0
4466,normal,1035.51835897307,1,yes,0
4467,normal,996.212641985342,28,yes,0
4468,normal,1006.47428307966,12,yes,2
4469,premium,983.049586607033,0,no,0
4470,premium,1070.0109895999,19,no,0
4471,normal,1001.87411759775,23,yes,1
4472,premium,1037.44307969848,13,no,0
4473,normal,960.123254520786,12,yes,1
4474,normal,1031.18247946209,15,no,0
4475,premium,996.794784691103,0,yes,1
4476,premium,1010.75252476157,21,yes,1
4477,premium,981.929019937091,16,yes,1
4478,premium,960.086689837347,15,no,0
4479,premium,1065.59290440198,5,yes,1
4480,premium,971.116821102897,29,no,0
4481,premium,988.545479341208,27,no,0
4482,premium,994.349801052106,4,no,0
4483,normal,1066.07838632237,14,yes,0
4484,normal,1057.6647697621,25,no,0
4485,premium,951.018342647261,28,yes,2
4486,premium,1007.6646049137,28,no,0
4487,normal,974.430192981683,12,no,0
4488,premium,1032.76813763372,22,no,0
4489,premium,975.541409654042,25,no,0
4490,premium,1062.2072882828,23,no,0
4491,normal,992.648744322217,23,no,0
4492,premium,1017.90621381222,17,no,0
4493,premium,1037.47549023634,24,no,0
4494,premium,981.024373692601,1,yes,1
4495,normal,962.003440832149,17,no,0
4496,premium,1008.62071789672,21,no,0
4497,normal,980.621423860839,12,no,0
4498,premium,1046.46877791706,10,yes,0
4499,normal,995.987161350427,6,yes,1
4500,premium,1063.2283844252,15,yes,1
4501,premium,995.103309558124,17,no,0
4502,premium,1008.30897988376,1,yes,2
4503,normal,1009.62947295775,18,yes,1
4504,premium,983.801822978476,20,yes,1
4505,premium,966.867787458385,14,no,0
4506,normal,957.306302252017,26,no,0
4507,normal,1005.2934636545,29,yes,1
4508,normal,975.299790284699,29,yes,2
4509,normal,953.236480152043,27,no,0
4510,premium,1022.73049275306,1,no,0
4511,normal,1005.51278206541,25,no,0
4512,premium,994.541846535113,1,yes,2
4513,normal,1042.99676829286,4,no,0
4514,normal,995.392930469749,21,no,0
4515,premium,988.403962733787,4,no,0
4516,normal,1018.42499955384,19,yes,1
4517,premium,942.149291421011,3,no,0
4518,normal,1043.58158770263,28,no,0
4519,normal,996.130005693904,7,no,0
4520,premium,983.429044487456,2,no,0
4521,normal,1034.09030517491,23,yes,0
4522,premium,1001.95696114253,16,no,0
4523,normal,969.781689489314,30,no,0
4524,premium,982.147756497791,19,no,0
4525,premium,973.191087904429,6,no,0
4526,premium,974.227749335979,14,yes,1
4527,premium,1003.45212612175,24,no,0
4528,premium,967.604649596551,28,no,0
4529,normal,1013.92287677604,27,no,0
4530,premium,1009.89460855538,29,yes,1
4531,premium,1015.78006653937,24,no,0
4532,premium,988.52454131236,16,no,0
4533,premium,1005.87658380252,4,no,0
4534,premium,1020.41703360486,17,no,0
4535,premium,1036.07833992095,0,no,0
4536,premium,992.255165314013,2,no,0
4537,premium,994.104371385013,21,no,0
4538,premium,1000.65413487757,14,no,0
4539,premium,987.472486121125,22,no,0
4540,normal,1013.14195005132,17,no,0
4541,premium,1006.34942200078,21,no,0
4542,normal,987.576563827659,19,no,0
4543,normal,974.9208765871,15,yes,1
4544,premium,981.108717428866,23,no,0
4545,premium,1043.80916191773,11,no,0
4546,normal,954.035733985435,6,no,0
4547,premium,963.315546719346,14,no,0
4548,premium,981.322544772288,10,no,0
4549,normal,925.925224543396,7,no,0
4550,premium,1008.47811962091,2,no,0
4551,premium,998.265697746776,13,yes,1
4552,premium,1027.35199988625,9,no,0
4553,premium,1107.91991794015,27,no,0
4554,premium,994.610987898233,9,no,0
4555,normal,1045.54126581848,29,no,0
4556,premium,935.297280631763,14,no,0
4557,normal,963.418819260687,1,no,0
4558,premium,1035.36247986008,10,no,0
4559,normal,956.16989691962,1,yes,1
4560,normal,995.205898753398,8,no,0
4561,premium,1033.81872928599,10,yes,1
4562,premium,1024.57139203196,4,no,0
4563,normal,989.318804229969,29,yes,1
4564,premium,960.927679315926,13,no,0
4565,normal,1037.14240092098,22,no,0
4566,normal,983.830621354255,3,no,0
4567,premium,996.692270582908,28,no,0
4568,normal,1007.96928508021,23,yes,0
4569,premium,963.592541420541,17,no,0
4570,premium,977.430405610985,18,no,0
4571,premium,982.92770295331,11,no,0
4572,premium,1004.32689998432,18,no,0
4573,normal,1016.33004038494,6,no,0
4574,premium,1010.38782868074,27,no,0
4575,normal,1038.36387193515,24,yes,1
4576,normal,1000.05167094665,15,no,0
4577,normal,987.540325255373,18,no,0
4578,normal,996.209529951147,23,no,0
4579,normal,952.023640232245,6,no,0
4580,normal,948.179171437997,27,no,0
4581,normal,1017.83530653107,16,no,0
4582,normal,961.802384932388,21,no,0
4583,normal,1063.70911915353,26,no,0
4584,normal,1000.09002602434,26,no,0
4585,normal,949.152221694539,4,no,0
4586,premium,970.220786782662,0,yes,1
4587,premium,962.617780312888,19,yes,2
4588,premium,1002.84960769183,11,no,0
4589,normal,968.610638083715,8,no,0
4590,normal,978.507423394857,1,yes,1
4591,normal,1032.17545437261,28,no,0
4592,normal,1027.22651038366,29,no,0
4593,normal,931.748668883566,20,yes,2
4594,normal,1004.41494348331,2,yes,1
4595,normal,989.380962868567,9,yes,0
4596,normal,1051.22694915937,13,yes,1
4597,normal,973.640897620626,24,no,0
4598,premium,966.098277349398,22,no,0
4599,premium,1055.0302100458,2,no,0
4600,normal,959.328198832627,7,no,0
4601,normal,988.497830169714,15,yes,1
4602,normal,976.003448040094,22,no,0
4603,normal,1012.11611436607,6,no,0
4604,premium,1030.4985443105,15,no,0
4605,normal,1028.5992034031,22,no,0
4606,premium,934.045327077157,22,no,0
4607,premium,993.402359936249,1,no,0
4608,normal,965.106718382018,9,no,0
4609,premium,1010.5865952143,3,no,0
4610,normal,1040.33612495224,12,no,0
4611,normal,1003.23072687873,23,yes,1
4612,normal,998.146097504762,6,yes,1
4613,premium,1040.65601985954,15,yes,0
4614,premium,971.501346162046,19,no,0
4615,premium,995.127524577372,3,no,0
4616,normal,1045.61166327848,20,no,0
4617,premium,1008.07153284879,7,yes,0
4618,premium,1028.63230609696,2,yes,1
4619,normal,989.061287405555,27,yes,1
4620,normal,951.948026210117,24,no,0
4621,premium,952.979371552794,3,no,0
4622,premium,1050.88188069009,25,no,0
4623,premium,986.921568581376,29,yes,1
4624,normal,1003.06788227687,29,yes,1
4625,premium,993.502345006965,28,yes,0
4626,normal,969.12284696089,30,no,0
4627,premium,971.828940537205,18,no,0
4628,normal,1012.21019493504,19,no,0
4629,normal,1006.92761511109,23,no,0
4630,premium,1071.57727082941,1,yes,0
4631,premium,1078.16570662028,25,yes,1
4632,premium,984.877152401534,20,no,0
4633,premium,965.790669362536,1,no,0
4634,normal,1010.18262773865,2,no,0
4635,premium,1009.91105091721,25,no,0
4636,normal,996.909683923756,18,yes,1
4637,premium,940.852014709518,16,no,0
4638,normal,977.435315014527,8,yes,2
4639,normal,959.552520449373,11,yes,1
4640,normal,971.675408537923,27,yes,0
4641,premium,956.971954961431,12,no,0
4642,normal,1036.13021571991,26,no,0
4643,premium,1050.36444591855,20,no,0
4644,normal,1037.49884275037,6,yes,0
4645,normal,996.258237695016,14,no,0
4646,normal,991.967208347348,16,no,0
4647,premium,1004.47183315287,24,yes,0
4648,normal,1032.75582387363,18,no,0
4649,normal,1001.21979916431,26,no,0
4650,premium,1053.14819518588,29,yes,1
4651,premium,984.898607777281,14,no,0
4652,normal,1033.90930599125,29,no,0
4653,normal,982.257838004318,2,yes,0
4654,normal,1009.38451594885,28,no,0
4655,premium,991.018895024949,11,yes,1
4656,premium,1055.73037173968,17,no,0
4657,premium,1014.30419208525,17,yes,1
4658,premium,968.769881792799,20,yes,1
4659,normal,1059.58927468974,9,no,0
4660,premium,995.79081729574,26,no,0
4661,premium,995.919774879522,13,yes,0
4662,normal,1052.02140479465,2,no,0
4663,premium,963.251350456931,21,no,0
4664,premium,1007.22714069649,29,no,0
4665,premium,935.992748304933,5,yes,1
4666,premium,1003.3280413561,9,yes,2
4667,normal,957.734662881191,30,no,0
4668,normal,974.809702295722,16,no,0
4669,premium,1044.05275810089,5,no,0
4670,premium,973.112500807114,15,no,0
4671,premium,968.475831140719,11,yes,1
4672,normal,1009.46856569964,22,yes,1
4673,normal,1005.88077147922,10,no,0
4674,premium,1023.99458047731,5,no,0
4675,premium,945.509923289473,27,yes,0
4676,normal,982.931514759467,22,no,0
4677,premium,977.472451228425,18,no,0
4678,normal,1016.67623607757,25,no,0
4679,normal,1016.84210623334,24,no,0
4680,normal,1017.5674288015,5,yes,0
4681,normal,1041.81305171156,16,yes,0
4682,premium,1035.06182713126,3,no,0
4683,premium,980.791537102992,13,no,0
4684,normal,928.938006521824,1,no,0
4685,normal,1043.04897803173,6,no,0
4686,premium,1000.59414186596,27,yes,1
4687,premium,981.448806527368,3,no,0
4688,normal,935.913063098159,19,no,0
4689,normal,989.581774702973,3,no,0
4690,normal,967.958746922709,22,yes,1
4691,normal,977.581612948547,28,no,0
4692,normal,1034.24171559938,23,no,0
4693,premium,946.186824209813,7,no,0
4694,normal,1058.86516302024,18,yes,1
4695,normal,1038.25068526877,26,yes,0
4696,normal,946.172541240916,4,no,0
4697,premium,996.366298094452,8,no,0
4698,normal,971.741367585885,21,no,0
4699,normal,1074.73395153088,11,no,0
4700,premium,1048.36149939819,24,no,0
4701,premium,1011.13090853227,13,yes,0
4702,normal,1009.01157475178,18,no,0
4703,normal,1004.28479916645,7,no,0
4704,premium,1031.07920908407,10,no,0
4705,premium,929.317977758587,23,yes,0
4706,normal,1001.33755000211,13,no,0
4707,normal,1021.89456663743,29,no,0
4708,premium,1029.12511277294,9,no,0
4709,normal,1006.96107977103,29,no,0
4710,premium,1030.18748953698,27,no,0
4711,premium,996.539452603286,20,no,0
4712,normal,963.796686515693,19,no,0
4713,normal,971.959363544163,5,no,0
4714,normal,1036.65593141117,26,yes,0
4715,premium,975.99582024309,4,yes,2
4716,normal,995.574528658947,8,yes,0
4717,premium,999.367480596942,27,yes,2
4718,normal,1011.55876928893,6,no,0
4719,normal,1013.95914852084,25,yes,2
4720,normal,1015.30777128929,3,no,0
4721,normal,1003.76995779459,18,no,0
4722,premium,1006.17731244635,5,no,0
4723,premium,1024.29160741858,8,yes,0
4724,premium,994.284014804989,6,yes,1
4725,normal,949.960982959885,13,yes,1
4726,normal,990.272268697808,17,no,0
4727,normal,1017.56019069374,2,yes,1
4728,normal,1010.43706489742,10,no,0
4729,normal,997.839715975568,22,yes,1
4730,normal,1010.02363894436,7,no,0
4731,normal,981.398033224142,14,yes,2
4732,premium,988.008524190456,0,no,0
4733,premium,1008.21627478909,2,yes,1
4734,normal,1000.61947591549,22,no,0
4735,premium,951.36842253342,29,yes,0
4736,normal,950.233256047637,30,yes,0
4737,normal,979.554100507235,18,yes,0
4738,normal,934.369334040555,28,yes,1
4739,premium,1033.7607549039,30,no,0
4740,normal,1078.44927923899,1,no,0
4741,normal,1048.33424338877,6,no,0
4742,normal,961.727345798937,16,no,0
4743,normal,976.723818312818,15,no,0
4744,premium,1030.02307009661,25,no,0
4745,premium,977.743005396605,11,yes,1
4746,normal,986.676203778493,16,yes,0
4747,premium,1059.39336667419,14,yes,0
4748,normal,959.908277216985,3,no,0
4749,premium,989.953543609068,20,no,0
4750,premium,979.246632848014,7,no,0
4751,premium,1031.89222559855,27,yes,1
4752,normal,1053.17472880303,3,no,0
4753,normal,1038.86697007883,28,yes,1
4754,normal,996.373056318687,3,no,0
4755,premium,975.184217571711,17,yes,1
4756,normal,958.973399028051,15,no,0
4757,premium,1027.16947306864,18,yes,1
4758,normal,1009.37088879096,22,yes,1
4759,normal,998.012304666048,13,no,0
4760,normal,1007.75297185336,9,yes,2
4761,premium,958.498364217259,5,yes,1
4762,premium,979.847669222526,16,yes,2
4763,premium,1004.12416122494,18,no,0
4764,premium,997.624593597894,3,no,0
4765,normal,1013.9610173051,0,no,0
4766,premium,986.345008031814,25,no,0
4767,normal,1020.19891860601,15,no,0
4768,premium,999.848782409426,6,no,0
4769,premium,986.04938298148,10,no,0
4770,normal,977.102046425899,5,no,0
4771,normal,1040.53404904674,18,no,0
4772,premium,1032.35366917736,8,no,0
4773,normal,968.138534674695,15,no,0
4774,premium,964.796957174628,11,yes,1
4775,premium,1008.42544542221,28,yes,1
4776,normal,1001.18517036513,6,no,0
4777,premium,1038.47107037173,18,yes,1
4778,premium,1004.86570178436,28,no,0
4779,premium,1009.31657405259,13,yes,0
4780,premium,1049.26602364408,16,yes,1
4781,normal,1018.78687157373,7,no,0
4782,normal,965.246093870896,3,no,0
4783,premium,1007.91086812697,4,no,0
4784,premium,965.991948403574,0,yes,0
4785,premium,997.618536846949,28,no,0
4786,normal,977.640543307218,0,no,0
4787,premium,1015.21038287874,26,yes,0
4788,normal,1019.51558955257,9,no,0
4789,normal,1058.32222536053,11,no,0
4790,normal,999.067282079616,25,no,0
4791,normal,941.307447611751,19,no,0
4792,normal,1052.99935856058,6,no,0
4793,premium,1012.15631274838,22,no,0
4794,premium,987.687852998586,11,no,0
4795,normal,983.524222831177,21,no,0
4796,normal,1001.38888216244,14,yes,1
4797,premium,1048.81402006354,22,no,0
4798,normal,980.78644723281,19,yes,1
4799,premium,999.932542812658,14,no,0
4800,normal,1024.18575542919,18,no,0
4801,normal,991.537376535645,16,yes,1
4802,premium,932.270723693674,26,no,0
4803,premium,998.343358077395,15,no,0
4804,normal,979.792233742871,14,yes,1
4805,premium,992.960289485574,19,yes,1
4806,premium,1019.7331037002,6,no,0
4807,premium,970.821445547994,17,yes,2
4808,normal,992.107326411797,1,yes,1
4809,normal,984.841801613547,18,yes,1
4810,premium,994.401982019419,9,no,0
4811,premium,991.032995340164,18,no,0
4812,normal,1005.80014447979,5,yes,2
4813,premium,1030.9893704492,1,no,0
4814,premium,1014.88514997253,20,no,0
4815,premium,991.549948923319,4,no,0
4816,premium,1037.61015671678,4,no,0
4817,normal,1014.61170598446,13,yes,0
4818,premium,960.406328966496,10,yes,0
4819,normal,978.238715338878,27,no,0
4820,normal,980.935188168162,25,yes,0
4821,premium,999.91818982162,25,no,0
4822,normal,1004.30597103182,14,no,0
4823,premium,1011.29872160277,15,no,0
4824,premium,991.778027251214,2,no,0
4825,normal,993.723177483008,3,no,0
4826,normal,1013.64415921809,24,no,0
4827,premium,991.572157754086,1,no,0
4828,normal,1011.86732505274,24,no,0
4829,normal,974.212600254319,22,yes,0
4830,premium,978.101281667107,2,no,0
4831,premium,1020.46292634713,1,yes,0
4832,premium,1008.45446035668,18,no,0
4833,premium,1026.5246028268,29,no,0
4834,premium,1069.88685665068,19,no,0
4835,normal,1066.06406514248,8,no,0
4836,premium,937.980092165021,10,yes,0
4837,normal,995.902913628023,30,no,0
4838,premium,1000.79142648491,0,no,0
4839,normal,976.593393608713,29,no,0
4840,premium,975.40092821669,18,no,0
4841,normal,950.66756826211,29,no,0
4842,premium,991.687738557605,30,yes,0
4843,normal,1019.30007172771,28,no,0
4844,premium,1004.95837283786,20,yes,0
4845,premium,1017.09160378845,10,no,0
4846,normal,969.026860994896,2,yes,1
4847,premium,1022.2389609006,10,no,0
4848,premium,1012.08824423006,9,no,0
4849,premium,1002.26834718722,3,yes,0
4850,premium,1011.32650958825,28,yes,1
4851,normal,1022.34410443212,14,no,0
4852,normal,1025.89229367988,9,no,0
4853,premium,1003.74963473824,3,yes,1
4854,premium,1033.86959177243,8,no,0
4855,normal,996.238447262563,25,no,0
4856,premium,995.564114577999,17,yes,1
4857,premium,956.708418092097,23,yes,0
4858,normal,956.334054426859,11,no,0
4859,normal,989.062350832775,26,no,0
4860,premium,958.938395430785,24,no,0
4861,normal,1017.45799141961,4,no,0
4862,premium,940.124774605384,8,yes,2
4863,normal,1070.85887888137,13,no,0
4864,normal,1088.55280362447,10,yes,1
4865,normal,1002.53587918245,22,yes,1
4866,normal,1054.70675532217,21,yes,0
4867,normal,1039.40877665462,9,yes,1
4868,premium,1050.83892372469,29,no,0
4869,normal,1013.37732471168,14,no,0
4870,premium,1029.97389796554,11,yes,1
4871,premium,1017.73604635703,12,no,0
4872,normal,1009.96237476671,16,no,0
4873,normal,1028.70949258106,8,no,0
4874,normal,981.549056876503,27,no,0
4875,premium,979.894662352854,6,no,0
4876,normal,982.396500110132,20,yes,2
4877,normal,1011.84274222048,26,no,0
4878,premium,984.727039939351,14,yes,0
4879,premium,984.585209646936,12,no,0
4880,normal,993.452882739395,24,no,0
4881,normal,1026.25781859444,24,no,0
4882,normal,1008.25510494538,12,no,0
4883,premium,1019.97010008252,14,no,0
4884,normal,1046.30173311313,1,no,0
4885,premium,1012.19032656626,20,yes,1
4886,premium,1031.14544967223,14,no,0
4887,normal,1000.52930957529,19,no,0
4888,normal,995.483874553704,16,no,0
4889,premium,987.785307584503,7,yes,1
4890,normal,1015.6172907637,30,yes,0
4891,premium,1017.59754722095,27,yes,1
4892,normal,1005.9796518022,27,yes,0
4893,normal,989.199235533016,8,no,0
4894,normal,1004.95209000629,15,no,0
4895,normal,954.401699257964,20,no,0
4896,normal,977.547468774667,7,no,0
4897,premium,993.074709008926,26,yes,1
4898,normal,989.775172333609,22,no,0
4899,normal,1019.15903155722,10,no,0
4900,premium,995.990399712777,25,no,0
4901,premium,1017.46353617726,20,yes,1
4902,premium,984.173477540341,26,no,0
4903,normal,1051.41094893078,13,no,0
4904,normal,982.720560520466,14,yes,1
4905,normal,1006.08416742222,13,no,0
4906,normal,997.819862840771,30,yes,0
4907,premium,1050.26836611085,28,no,0
4908,premium,993.596395499931,30,no,0
4909,premium,1008.16964819292,3,no,0
4910,premium,1009.60615178856,13,no,0
4911,premium,995.791660114023,18,yes,1
4912,premium,1034.00556208497,10,no,0
4913,premium,1000.922437107,3,no,0
4914,normal,995.62232255471,21,no,0
4915,normal,1016.80216033313,0,no,0
4916,premium,997.579907587483,25,no,0
4917,normal,979.020733639651,28,no,0
4918,normal,1052.79157530952,12,yes,1
4919,normal,955.14529453221,26,yes,1
4920,premium,1045.03040758868,10,no,0
4921,premium,997.936350166183,21,no,0
4922,premium,1007.26541206742,28,yes,0
4923,premium,1001.86130191997,6,no,0
4924,normal,999.145128906581,16,no,0
4925,premium,968.412384747909,2,no,0
4926,normal,980.405424807555,27,yes,1
4927,normal,978.334150778862,4,no,0
4928,premium,1031.38314204486,27,yes,0
4929,premium,979.708222070932,1,no,0
4930,premium,948.440253474565,24,yes,1
4931,normal,1052.37033261962,21,no,0
4932,normal,970.719984189232,26,no,0
4933,premium,1018.84237521625,4,yes,1
4934,normal,993.783419976101,20,yes,0
4935,normal,1002.15790249406,2,no,0
4936,normal,990.526732933613,22,no,0
4937,normal,992.628783800078,3,no,0
4938,normal,992.825046796123,30,no,0
4939,normal,1009.79619540315,19,yes,0
4940,premium,1007.5530854499,12,no,0
4941,premium,1022.90186820807,18,yes,0
4942,normal,981.659524344831,27,no,0
4943,premium,1042.58283854587,7,yes,0
4944,normal,1002.28168289825,2,yes,1
4945,premium,1030.84998807865,2,yes,1
4946,premium,998.294547646684,24,no,0
4947,premium,1004.94709973496,4,no,0
4948,premium,942.598130181893,19,no,0
4949,normal,1024.80573673983,2,no,0
4950,normal,929.586729688975,5,no,0
4951,normal,1015.21460758572,22,yes,1
4952,premium,1063.25046643521,5,yes,1
4953,normal,984.892153073031,2,no,0
4954,premium,968.199084752741,18,no,0
4955,premium,1026.7951583936,29,yes,0
4956,normal,978.381423837839,28,no,0
4957,premium,1024.11447353076,27,yes,1
4958,normal,986.053795731308,10,yes,0
4959,normal,989.26911375443,26,no,0
4960,premium,971.608757085959,9,yes,1
4961,premium,995.064768089726,22,yes,1
4962,premium,985.487605603121,15,yes,1
4963,normal,1021.4034545945,9,no,0
4964,normal,947.394131412405,12,yes,1
4965,premium,1007.2734463152,1,no,0
4966,normal,1025.31206661723,23,yes,1
4967,premium,1033.46628665587,20,yes,1
4968,premium,937.518955011568,17,yes,1
4969,premium,1002.67371301804,9,no,0
4970,normal,989.900281150464,9,no,0
4971,premium,969.086083237682,1,no,0
4972,premium,1062.07974631024,4,yes,1
4973,normal,1033.31463394989,6,no,0
4974,normal,964.696632364747,0,no,0
4975,premium,989.394645042309,2,yes,0
4976,normal,990.645551677587,8,no,0
4977,premium,1007.02173671216,4,yes,1
4978,premium,1017.4399775107,19,no,0
4979,premium,1008.24058507056,8,no,0
4980,premium,957.041223848418,24,yes,1
4981,normal,961.4187871484,17,no,0
4982,premium,981.15097500829,11,no,0
4983,premium,1018.62778205521,13,yes,1
4984,normal,926.391486323783,6,no,0
